loan_id,customer_id,product_type,principal_amount,interest_rate,term_months,origination_date,origination_channel,status,borrower_info
L0005022,C001349,Mortgage,197941.85,6.72,120,2023-07-02,branch,active,"{""credit_score"": 795, ""employment"": ""retired"", ""annual_income"": 79537, ""years_employed"": 25}"
L0002511,C000092,mortgage,"1,433,214.79",3.49,180,2021-04-18,branch,active,"{""credit_score"": 790, ""employment"": ""salaried"", ""annual_income"": 280717, ""years_employed"": 15}"
L0009054,C004326,STUDENT,140070.61,3.25,180,01-Dec-2021,partner,default,"{""credit_score"": 717, ""employment"": ""unemployed"", ""annual_income"": 63070, ""years_employed"": 20}"
L0006961,C000284,mortgage,"1,449,115.48",3.51,180,2023-02-25,online,default,"{""credit_score"": 555, ""employment"": ""unemployed"", ""annual_income"": 246644, ""years_employed"": 20}"
L0005668,C001388,AUTO,15945,5.84,36,2020-12-03,partner,active,"{""credit_score"": 676, ""employment"": ""salaried"", ""annual_income"": 105516, ""years_employed"": 6}"
L0006437,C000664,Student,34921.97,7.95,120,2020-09-12,branch,active,"{""credit_score"": 553, ""employment"": ""unemployed"", ""annual_income"": 296543, ""years_employed"": 23}"
L0005291,C004436,Auto,"20,881.05",4.43,84,2024-10-13,online,closed,"{""credit_score"": 646, ""employment"": ""salaried"", ""annual_income"": 163741, ""years_employed"": 10}"
L0000519,C000651,Personal,"$28,768.41",23.85,24,11/13/2023,online,closed,"{""credit_score"": 832, ""employment"": ""retired"", ""annual_income"": 67898, ""years_employed"": 23}"
L0001762,C002569,AUTO,60774,4.2,36,2022-11-18,partner,active,"{""credit_score"": 840, ""employment"": ""salaried"", ""annual_income"": 90595, ""years_employed"": 19}"
L0002849,C002963,Student,138512.63,10.97,60,2023-04-18,partner,active,"{""credit_score"": 827, ""employment"": ""salaried"", ""annual_income"": 92966, ""years_employed"": 11}"
L0005055,C003922,Mortgage,"$1,763,836.85",3.07,240,10/14/2020,online,active,"{""credit_score"": 553, ""employment"": ""salaried"", ""annual_income"": 122549, ""years_employed"": 20}"
L0003891,C005966,AUTO,"58,549.58",13.04,60,2024-03-02,online,active,"{""credit_score"": 659, ""employment"": ""unemployed"", ""annual_income"": 258499, ""years_employed"": 7}"
L0001124,C005196,auto,58334.37,12.53,84,2022-05-17,partner,active,"{""credit_score"": 841, ""employment"": ""retired"", ""annual_income"": 68688, ""years_employed"": 26}"
L0008379,C003888,Student,73489.59,9.83,240,2020-11-16,broker,active,"{""credit_score"": 749, ""employment"": ""self-employed"", ""annual_income"": 132052, ""years_employed"": 5}"
L0006570,C000324,student,46635.99,7.49,240,2023-06-18,branch,closed,"{""credit_score"": 794, ""employment"": ""retired"", ""annual_income"": 195058, ""years_employed"": 20}"
L0003017,C002561,personal,31592.87,11.01,48,2024-01-09,online,active,"{""credit_score"": 709, ""employment"": ""retired"", ""annual_income"": 278279, ""years_employed"": 3}"
L0004626,C001789,mortgage,"355,429.98",5.96,360,2024-05-22,online,active,"{""credit_score"": 789, ""employment"": ""retired"", ""annual_income"": 220781, ""years_employed"": 9}"
L0007024,C001798,Student,110161,4.81,240,2025-03-12,partner,closed,"{""credit_score"": 654, ""employment"": ""salaried"", ""annual_income"": 261314, ""years_employed"": 23}"
L0008020,C003352,student,163503,8.99,60,16-Jan-2020,broker,charged_off,"{""credit_score"": 823, ""employment"": ""retired"", ""annual_income"": 78513, ""years_employed"": 15}"
L0008003,C005016,Student,20810.96,4.23,180,2023-04-19,branch,charged_off,"{""credit_score"": 746, ""employment"": ""salaried"", ""annual_income"": 136206, ""years_employed"": 21}"
L0004786,C004341,mortgage,"397,438.85",5.56,120,19-Oct-2023,branch,active,"{""credit_score"": 639, ""employment"": ""self-employed"", ""annual_income"": 195852, ""years_employed"": 27}"
L0001107,C004916,Auto,"$10,868.55",12.31,48,07/18/2024,partner,active,"{""credit_score"": 849, ""employment"": ""retired"", ""annual_income"": 230130, ""years_employed"": 3}"
L0000083,C001753,AUTO,47151.35,6.67,48,2024-02-26,online,active,"{""credit_score"": 761, ""employment"": ""retired"", ""annual_income"": 267675, ""years_employed"": 3}"
L0008761,C002463,mortgage,"1,500,673.06",4.05,180,2023-09-28,branch,closed,"{""credit_score"": 638, ""employment"": ""retired"", ""annual_income"": 247859, ""years_employed"": 27}"
L0006734,C000800,auto,58474.79,8.83,84,2022-05-23,branch,active,"{""credit_score"": 711, ""employment"": ""self-employed"", ""annual_income"": 241362, ""years_employed"": 29}"
L0000471,C005168,STUDENT,"27,786.50",7.58,120,2021-01-10,online,closed,"{""credit_score"": 782, ""employment"": ""unemployed"", ""annual_income"": 188001, ""years_employed"": 14}"
L0001405,C004880,Mortgage,1609851,3.39,180,2022-01-24,branch,charged_off,"{""credit_score"": 774, ""employment"": ""retired"", ""annual_income"": 177299, ""years_employed"": 14}"
L0009596,C003121,Auto,"50,243.88",14.09,60,2024-01-27,partner,active,"{""credit_score"": 712, ""employment"": ""unemployed"", ""annual_income"": 289116, ""years_employed"": 29}"
L0007190,C000466,PERSONAL,"$47,604.44",13.03,60,07/26/2020,partner,active,"{""credit_score"": 687, ""employment"": ""unemployed"", ""annual_income"": 135353, ""years_employed"": 18}"
L0006638,C003090,Personal,24840.11,8.19,48,2024-06-11,online,closed,"{""credit_score"": 626, ""employment"": ""unemployed"", ""annual_income"": 231741, ""years_employed"": 22}"
L0005234,C002104,Auto,17105.70,12.15,48,2020-10-25,broker,closed,"{""credit_score"": 801, ""employment"": ""retired"", ""annual_income"": 81446, ""years_employed"": 13}"
L0003403,C004888,STUDENT,"$109,069.88",7.56,180,08/19/2024,online,default,"{""credit_score"": 770, ""employment"": ""self-employed"", ""annual_income"": 243406, ""years_employed"": 7}"
L0009764,C003631,Mortgage,1250173.34,4.76,360,2020-07-06,online,active,"{""credit_score"": 729, ""employment"": ""salaried"", ""annual_income"": 103673, ""years_employed"": 2}"
L0000770,C000878,Personal,31818.26,23.01,60,2020-07-27,partner,active,"{""credit_score"": 559, ""employment"": ""self-employed"", ""annual_income"": 192246, ""years_employed"": 25}"
L0007406,C003491,STUDENT,"98,877.97",11.92,240,2020-07-13,partner,default,"{""credit_score"": 741, ""employment"": ""unemployed"", ""annual_income"": 214878, ""years_employed"": 25}"
L0004847,C005964,AUTO,7841.19,5.95,36,2024-07-22,online,charged_off,"{""credit_score"": 575, ""employment"": ""self-employed"", ""annual_income"": 293684, ""years_employed"": 24}"
L0009735,C001825,PERSONAL,12824.32,22.8,36,2024-04-15,partner,active,"{""credit_score"": 664, ""employment"": ""retired"", ""annual_income"": 134771, ""years_employed"": 27}"
L0006142,C005542,MORTGAGE,1547011,6.29,360,2020-04-10,branch,active,"{""credit_score"": 647, ""employment"": ""retired"", ""annual_income"": 249503, ""years_employed"": 27}"
L0006750,C002743,Mortgage,1652623.93,3.94,360,2020-09-18,online,charged_off,"{""credit_score"": 816, ""employment"": ""retired"", ""annual_income"": 127448, ""years_employed"": 11}"
L0002319,C004903,PERSONAL,33943.06,18.92,36,2023-11-03,broker,active,"{""credit_score"": 838, ""employment"": ""unemployed"", ""annual_income"": 182677, ""years_employed"": 28}"
L0007376,C004502,student,"57,252.33",11.29,180,2021-10-24,online,active,"{""credit_score"": 616, ""employment"": ""self-employed"", ""annual_income"": 44896, ""years_employed"": 3}"
L0008340,C002824,MORTGAGE,1643229.16,4.74,180,2023-12-18,branch,active,"{""credit_score"": 809, ""employment"": ""unemployed"", ""annual_income"": 94588, ""years_employed"": 16}"
L0003258,C001154,MORTGAGE,1496908.74,7.59,240,2020-06-11,online,closed,"{""credit_score"": 766, ""employment"": ""retired"", ""annual_income"": 133022, ""years_employed"": 8}"
L0006454,C003886,mortgage,1842586,4.34,120,2020-10-24,partner,active,"{""credit_score"": 717, ""employment"": ""salaried"", ""annual_income"": 104638, ""years_employed"": 5}"
L0002760,C002586,personal,21874.67,20.4,12,2024-09-15,online,closed,"{""credit_score"": 776, ""employment"": ""unemployed"", ""annual_income"": 264165, ""years_employed"": 26}"
L0008733,C002472,MORTGAGE,127963.47,5.61,240,2025-01-08,online,active,"{""credit_score"": 647, ""employment"": ""unemployed"", ""annual_income"": 261827, ""years_employed"": 20}"
L0001746,C000997,Student,"75,774.83",8.34,180,2022-04-26,broker,active,"{""credit_score"": 678, ""employment"": ""retired"", ""annual_income"": 64038, ""years_employed"": 30}"
L0001674,C002648,auto,"$5,650.49",8.58,84,08/27/2022,partner,active,"{""credit_score"": 588, ""employment"": ""retired"", ""annual_income"": 206333, ""years_employed"": 30}"
L0000477,C002394,Student,"$96,710.85",9.88,240,07/16/2020,partner,closed,"{""credit_score"": 676, ""employment"": ""unemployed"", ""annual_income"": 80722, ""years_employed"": 5}"
L0005815,C005939,auto,33274,4.59,84,2024-12-08,broker,active,"{""credit_score"": 794, ""employment"": ""unemployed"", ""annual_income"": 26596, ""years_employed"": 26}"
L0003837,C001247,Personal,"$7,211.55",18.95,36,04/28/2023,branch,active,"{""credit_score"": 803, ""employment"": ""salaried"", ""annual_income"": 82267, ""years_employed"": 10}"
L0002627,C001750,STUDENT,112741.30,9.01,180,2024-11-28,branch,closed,"{""credit_score"": 695, ""employment"": ""self-employed"", ""annual_income"": 65753, ""years_employed"": 1}"
L0001481,C003790,AUTO,"53,869.04",5.54,36,2020-02-12,partner,active,"{""credit_score"": 734, ""employment"": ""retired"", ""annual_income"": 205717, ""years_employed"": 23}"
L0003992,C004470,Personal,17130.76,13.79,48,2021-04-26,broker,active,"{""credit_score"": 774, ""employment"": ""salaried"", ""annual_income"": 216960, ""years_employed"": 20}"
L0002243,C003426,STUDENT,96389.15,9.38,60,2024-10-18,online,active,"{""credit_score"": 655, ""employment"": ""self-employed"", ""annual_income"": 89516, ""years_employed"": 15}"
L0007505,C001458,STUDENT,"$67,201.43",3.18,240,06/04/2023,partner,closed,"{""credit_score"": 672, ""employment"": ""unemployed"", ""annual_income"": 66702, ""years_employed"": 2}"
L0000229,C004993,AUTO,19517,13.33,72,2024-06-19,online,closed,"{""credit_score"": 729, ""employment"": ""self-employed"", ""annual_income"": 25923, ""years_employed"": 20}"
L0005404,C001401,Personal,45482,18.55,48,2024-11-07,branch,active,"{""credit_score"": 799, ""employment"": ""retired"", ""annual_income"": 38174, ""years_employed"": 1}"
L0000097,C005258,PERSONAL,2657,7.11,24,2024-04-14,online,active,"{""credit_score"": 808, ""employment"": ""unemployed"", ""annual_income"": 215664, ""years_employed"": 1}"
L0000823,C002161,Personal,18628,21.2,12,2020-11-11,branch,active,"{""credit_score"": 712, ""employment"": ""salaried"", ""annual_income"": 199957, ""years_employed"": 12}"
L0007146,C005521,AUTO,"37,384.50",9.73,48,2023-10-28,broker,closed,"{""credit_score"": 763, ""employment"": ""salaried"", ""annual_income"": 295354, ""years_employed"": 16}"
L0007734,C001557,personal,28277.54,15.62,12,21-Apr-2020,branch,closed,"{""credit_score"": 745, ""employment"": ""salaried"", ""annual_income"": 190684, ""years_employed"": 17}"
L0003234,C003084,personal,33077.57,15.47,12,2025-03-12,online,closed,"{""credit_score"": 706, ""employment"": ""salaried"", ""annual_income"": 207691, ""years_employed"": 20}"
L0009196,C002691,personal,"32,226.33",11.05,24,2022-06-11,branch,closed,"{""credit_score"": 783, ""employment"": ""unemployed"", ""annual_income"": 223420, ""years_employed"": 15}"
L0004211,C001831,STUDENT,"199,870.32",5.34,240,2024-04-14,branch,closed,"{""credit_score"": 809, ""employment"": ""retired"", ""annual_income"": 165289, ""years_employed"": 24}"
L0006408,C004452,MORTGAGE,612958.11,3.4,120,2022-05-05,broker,active,"{""credit_score"": 815, ""employment"": ""unemployed"", ""annual_income"": 290398, ""years_employed"": 0}"
L0004504,C005974,personal,18710,15.92,12,2020-02-15,partner,closed,"{""credit_score"": 610, ""employment"": ""self-employed"", ""annual_income"": 61365, ""years_employed"": 21}"
L0004983,C003650,student,195604.50,4.24,180,2023-03-11,broker,closed,"{""credit_score"": 650, ""employment"": ""self-employed"", ""annual_income"": 46607, ""years_employed"": 17}"
L0000134,C005763,MORTGAGE,"$417,055.65",3.88,120,12/10/2024,branch,active,"{""credit_score"": 560, ""employment"": ""unemployed"", ""annual_income"": 20358, ""years_employed"": 10}"
L0006431,C005585,STUDENT,"65,572.07",8.2,180,2021-10-04,branch,active,"{""credit_score"": 657, ""employment"": ""self-employed"", ""annual_income"": 257234, ""years_employed"": 29}"
L0008357,C001998,auto,31805.51,10.02,36,2022-05-26,online,closed,"{""credit_score"": 725, ""employment"": ""unemployed"", ""annual_income"": 152798, ""years_employed"": 11}"
L0004325,C004534,PERSONAL,39383.72,12.1,36,2022-05-17,branch,active,"{""credit_score"": 696, ""employment"": ""self-employed"", ""annual_income"": 235476, ""years_employed"": 1}"
L0003828,C002116,Auto,6005.19,7.47,48,2023-12-28,partner,closed,"{""credit_score"": 772, ""employment"": ""retired"", ""annual_income"": 223727, ""years_employed"": 19}"
L0001897,C001854,Auto,68107,6.82,72,2020-07-10,online,default,"{""credit_score"": 639, ""employment"": ""retired"", ""annual_income"": 47813, ""years_employed"": 23}"
L0006476,C000562,STUDENT,"$31,224.32",5.93,60,10/07/2024,online,active,"{""credit_score"": 633, ""employment"": ""retired"", ""annual_income"": 299145, ""years_employed"": 13}"
L0009927,C001455,auto,"$21,855.80",9.4,60,11/17/2021,online,closed,"{""credit_score"": 684, ""employment"": ""self-employed"", ""annual_income"": 34807, ""years_employed"": 14}"
L0009463,C004478,STUDENT,5066,6.77,60,2023-08-05,partner,active,"{""credit_score"": 739, ""employment"": ""unemployed"", ""annual_income"": 273074, ""years_employed"": 16}"
L0005151,C003308,STUDENT,"97,786.29",9.73,60,2022-01-28,partner,active,"{""credit_score"": 813, ""employment"": ""unemployed"", ""annual_income"": 79701, ""years_employed"": 26}"
L0006296,C000633,Student,"74,332.07",7.76,240,2024-11-15,branch,default,"{""credit_score"": 704, ""employment"": ""self-employed"", ""annual_income"": 53897, ""years_employed"": 3}"
L0002104,C001157,MORTGAGE,1574393,6.82,120,2022-11-12,branch,active,"{""credit_score"": 672, ""employment"": ""unemployed"", ""annual_income"": 278051, ""years_employed"": 21}"
L0005170,C005904,mortgage,1592071,4.6,120,2024-04-15,broker,closed,"{""credit_score"": 594, ""employment"": ""retired"", ""annual_income"": 114853, ""years_employed"": 8}"
L0005057,C002292,AUTO,23140.81,6.07,60,2021-11-10,broker,active,"{""credit_score"": 648, ""employment"": ""unemployed"", ""annual_income"": 276579, ""years_employed"": 3}"
L0000501,C005002,student,"43,035.24",4.36,180,2022-06-10,partner,charged_off,"{""credit_score"": 567, ""employment"": ""retired"", ""annual_income"": 241111, ""years_employed"": 5}"
L0005004,C001447,MORTGAGE,1845395.66,3.47,240,2023-01-31,partner,active,"{""credit_score"": 675, ""employment"": ""retired"", ""annual_income"": 222660, ""years_employed"": 29}"
L0002875,C005726,Auto,12947,4.15,72,2022-10-07,online,active,"{""credit_score"": 645, ""employment"": ""salaried"", ""annual_income"": 179265, ""years_employed"": 1}"
L0008759,C004830,student,99979.72,9.5,60,2023-06-28,online,active,"{""credit_score"": 794, ""employment"": ""salaried"", ""annual_income"": 22793, ""years_employed"": 28}"
L0004092,C001018,AUTO,32218.69,9.87,48,2024-06-01,branch,closed,"{""credit_score"": 806, ""employment"": ""self-employed"", ""annual_income"": 51027, ""years_employed"": 22}"
L0006347,C005391,Mortgage,1034350.50,6.06,120,2024-03-10,broker,active,"{""credit_score"": 715, ""employment"": ""unemployed"", ""annual_income"": 69288, ""years_employed"": 29}"
L0005926,C005541,Auto,"52,902.62",9.97,72,2021-11-24,partner,active,"{""credit_score"": 551, ""employment"": ""self-employed"", ""annual_income"": 231481, ""years_employed"": 18}"
L0009467,C002899,auto,28348.75,9.16,48,2020-07-29,branch,active,"{""credit_score"": 557, ""employment"": ""self-employed"", ""annual_income"": 141845, ""years_employed"": 16}"
L0005496,C004058,student,"$129,635.85",3.07,180,08/28/2022,partner,active,"{""credit_score"": 847, ""employment"": ""unemployed"", ""annual_income"": 263747, ""years_employed"": 4}"
L0007150,C003729,Mortgage,1164408,3.68,360,2023-05-08,online,default,"{""credit_score"": 639, ""employment"": ""salaried"", ""annual_income"": 88527, ""years_employed"": 28}"
L0008412,C005710,AUTO,31666.63,4.82,36,2023-10-17,broker,closed,"{""credit_score"": 667, ""employment"": ""salaried"", ""annual_income"": 145266, ""years_employed"": 2}"
L0007894,C000447,Student,142675,5.44,180,2020-11-14,partner,active,"{""credit_score"": 672, ""employment"": ""retired"", ""annual_income"": 97806, ""years_employed"": 21}"
L0004682,C001703,PERSONAL,31169.72,19.91,24,2025-03-21,broker,active,"{""credit_score"": 776, ""employment"": ""self-employed"", ""annual_income"": 76260, ""years_employed"": 19}"
L0003902,C003751,student,139652.92,3.36,180,2023-04-21,partner,active,"{""credit_score"": 698, ""employment"": ""salaried"", ""annual_income"": 96757, ""years_employed"": 4}"
